"","Full Date w/ R","variable","value"
"288",2016-01-12 23:00:00,"Method One",0.00125910758480023
"289",2016-01-13 00:00:00,"Method One",0.000863489500500418
"290",2016-01-13 01:00:00,"Method One",0.000266283567514833
"291",2016-01-13 02:00:00,"Method One",0.000266283567514833
"292",2016-01-13 03:00:00,"Method One",0.000863489500500418
"293",2016-01-13 04:00:00,"Method One",0.000312223548898047
"294",2016-01-13 05:00:00,"Method One",0.000439804892900077
"295",2016-01-13 06:00:00,"Method One",0.000739013858781917
"296",2016-01-13 07:00:00,"Method One",0.000877068009359599
"297",2016-01-13 08:00:00,"Method One",0.000263547224939027
"298",2016-01-13 09:00:00,"Method One",0.000739013858781917
"299",2016-01-13 10:00:00,"Method One",0.000465497557130053
"300",2016-01-13 11:00:00,"Method One",0.000160796447837125
"301",2016-01-13 12:00:00,"Method One",0.000462954157944018
"302",2016-01-13 13:00:00,"Method One",0.000892172345982049
"303",2016-01-13 14:00:00,"Method One",0.000439804892900077
"304",2016-01-13 15:00:00,"Method One",0.000180907880367447
"305",2016-01-13 16:00:00,"Method One",0.000462954157944018
"306",2016-01-13 17:00:00,"Method One",0.000739013858781917
"307",2016-01-13 18:00:00,"Method One",0.000187328818285942
"308",2016-01-13 19:00:00,"Method One",0.000739013858781917
"309",2016-01-13 20:00:00,"Method One",0.000465497557130053
"310",2016-01-13 21:00:00,"Method One",0.000160796447837125
"311",2016-01-13 22:00:00,"Method One",0.000439804892900077
"312",2016-01-13 23:00:00,"Method One",5.48215960335453e-05
"313",2016-01-14 00:00:00,"Method One",0.000381002395404921
"314",2016-01-14 01:00:00,"Method One",0.00202316401447739
"315",2016-01-14 02:00:00,"Method One",0.000357109883770338
"316",2016-01-14 03:00:00,"Method One",0.000357109883770338
"317",2016-01-14 04:00:00,"Method One",0.00202316401447739
"318",2016-01-14 05:00:00,"Method One",0.000788914324617737
"319",2016-01-14 06:00:00,"Method One",0.000180907880367447
"320",2016-01-14 07:00:00,"Method One",9.21738863958047e-05
"321",2016-01-14 08:00:00,"Method One",0.000439804892900077
"322",2016-01-14 09:00:00,"Method One",0.000405252214510802
"323",2016-01-14 10:00:00,"Method One",0.000405252214510802
"324",2016-01-14 11:00:00,"Method One",0.000863489500500418
"325",2016-01-14 12:00:00,"Method One",0.00085953636383909
"326",2016-01-14 13:00:00,"Method One",0.000381002395404921
"327",2016-01-14 14:00:00,"Method One",0.00202316401447739
"328",2016-01-14 15:00:00,"Method One",0.000357109883770338
"329",2016-01-14 16:00:00,"Method One",0.00202316401447739
"330",2016-01-14 17:00:00,"Method One",0.000266283567514833
"331",2016-01-14 18:00:00,"Method One",0.000312223548898047
"332",2016-01-14 19:00:00,"Method One",0.0019616594470889
"333",2016-01-14 20:00:00,"Method One",0.000863489500500418
"334",2016-01-14 21:00:00,"Method One",0.00085953636383909
"335",2016-01-14 22:00:00,"Method One",0.000357109883770338
"336",2016-01-14 23:00:00,"Method One",0.000220970944286319
"337",2016-01-15 00:00:00,"Method One",5.99503941469238e-05
"338",2016-01-15 01:00:00,"Method One",0.000267776930540818
"339",2016-01-15 02:00:00,"Method One",0.000274829531749947
"340",2016-01-15 03:00:00,"Method One",0.000645174691458848
"341",2016-01-15 04:00:00,"Method One",0.000160936327361611
"342",2016-01-15 05:00:00,"Method One",2.12349761491826e-05
"343",2016-01-15 06:00:00,"Method One",0.00085953636383909
"344",2016-01-15 07:00:00,"Method One",0.0019616594470889
"345",2016-01-15 08:00:00,"Method One",0.000863489500500418
"346",2016-01-15 09:00:00,"Method One",0.000482169381379604
"347",2016-01-15 10:00:00,"Method One",0.000266283567514833
"348",2016-01-15 11:00:00,"Method One",0.00085953636383909
"349",2016-01-15 12:00:00,"Method One",0.000381002395404921
"350",2016-01-15 13:00:00,"Method One",0.000381002395404921
"351",2016-01-15 14:00:00,"Method One",0.000381002395404921
"352",2016-01-15 15:00:00,"Method One",0.00202316401447739
"353",2016-01-15 16:00:00,"Method One",0.000381002395404921
"354",2016-01-15 17:00:00,"Method One",0.000266283567514833
"355",2016-01-15 18:00:00,"Method One",0.000266283567514833
"356",2016-01-15 19:00:00,"Method One",0.00085953636383909
"357",2016-01-15 20:00:00,"Method One",0.000381002395404921
"358",2016-01-15 21:00:00,"Method One",0.000357109883770338
"359",2016-01-15 22:00:00,"Method One",2.12349761491826e-05
"360",2016-01-15 23:00:00,"Method One",0.000739013858781917
"361",2016-01-16 00:00:00,"Method One",0.000645174691458848
"362",2016-01-16 01:00:00,"Method One",2.34121317179343e-05
"363",2016-01-16 02:00:00,"Method One",9.91858860116062e-05
"364",2016-01-16 03:00:00,"Method One",3.74194555511834e-05
"365",2016-01-16 04:00:00,"Method One",9.91858860116062e-05
"366",2016-01-16 05:00:00,"Method One",2.34121317179343e-05
"367",2016-01-16 06:00:00,"Method One",0.000267776930540818
"368",2016-01-16 07:00:00,"Method One",0.00119646019957658
"369",2016-01-16 08:00:00,"Method One",2.12349761491826e-05
"370",2016-01-16 09:00:00,"Method One",0.000715860000939111
"371",2016-01-16 10:00:00,"Method One",0.000715860000939111
"372",2016-01-16 11:00:00,"Method One",0.000715860000939111
"373",2016-01-16 12:00:00,"Method One",0.000715860000939111
"374",2016-01-16 13:00:00,"Method One",0.000715860000939111
"375",2016-01-16 14:00:00,"Method One",0.000715860000939111
"376",2016-01-16 15:00:00,"Method One",0.000715860000939111
"377",2016-01-16 16:00:00,"Method One",0.000715860000939111
"378",2016-01-16 17:00:00,"Method One",0.000381002395404921
"379",2016-01-16 18:00:00,"Method One",0.00085953636383909
"380",2016-01-16 19:00:00,"Method One",0.000381002395404921
"381",2016-01-16 20:00:00,"Method One",0.000381002395404921
"382",2016-01-16 21:00:00,"Method One",0.000357109883770338
"383",2016-01-16 22:00:00,"Method One",0.000715860000939111
"384",2016-01-16 23:00:00,"Method One",0.000252440817985156
"385",2016-01-17 00:00:00,"Method One",0.000160936327361611
"386",2016-01-17 01:00:00,"Method One",0.000267776930540818
"387",2016-01-17 02:00:00,"Method One",0.000267776930540818
"388",2016-01-17 03:00:00,"Method One",0.000274829531749947
"389",2016-01-17 04:00:00,"Method One",0.000645174691458848
"390",2016-01-17 05:00:00,"Method One",2.52144036841037e-05
"391",2016-01-17 06:00:00,"Method One",0.000320417869934033
"392",2016-01-17 07:00:00,"Method One",2.12349761491826e-05
"393",2016-01-17 08:00:00,"Method One",0.000715860000939111
"394",2016-01-17 09:00:00,"Method One",0.00202316401447739
"395",2016-01-17 10:00:00,"Method One",0.000381002395404921
"396",2016-01-17 11:00:00,"Method One",0.000788914324617737
"397",2016-01-17 12:00:00,"Method One",0.000788914324617737
"398",2016-01-17 13:00:00,"Method One",0.000788914324617737
"399",2016-01-17 14:00:00,"Method One",0.000381002395404921
"400",2016-01-17 15:00:00,"Method One",0.000788914324617737
"401",2016-01-17 16:00:00,"Method One",0.00085953636383909
"402",2016-01-17 17:00:00,"Method One",0.000312223548898047
"403",2016-01-17 18:00:00,"Method One",0.000405252214510802
"404",2016-01-17 19:00:00,"Method One",0.000405252214510802
"405",2016-01-17 20:00:00,"Method One",0.000405252214510802
"406",2016-01-17 21:00:00,"Method One",0.0019616594470889
"407",2016-01-17 22:00:00,"Method One",0.000482169381379604
"408",2016-01-17 23:00:00,"Method One",0.00141683652367751
"409",2016-01-18 00:00:00,"Method One",0.000381002395404921
"410",2016-01-18 01:00:00,"Method One",0.00202316401447739
"411",2016-01-18 02:00:00,"Method One",0.000381002395404921
"412",2016-01-18 03:00:00,"Method One",0.000381002395404921
"413",2016-01-18 04:00:00,"Method One",0.000266283567514833
"414",2016-01-18 05:00:00,"Method One",0.000312223548898047
"415",2016-01-18 06:00:00,"Method One",0.000439804892900077
"416",2016-01-18 07:00:00,"Method One",0.000521580489091554
"417",2016-01-18 08:00:00,"Method One",0.000465497557130053
"418",2016-01-18 09:00:00,"Method One",0.000153524442801855
"419",2016-01-18 10:00:00,"Method One",0.000465497557130053
"420",2016-01-18 11:00:00,"Method One",0.000407081286757557
